,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
1377,facebook_corpus_msr_341816,"💢 Bot User 💢 Xingh Kannu 💢

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",NAG,💢 bot user 💢 xingh kannu 💢 ♥python♥bot♥team♥ ♪----» tayyab-xd.tk «----♪ ♥♡o. bot owner 💢 tayyab khan 💢,99.27,3.89,19,18,106,2
1378,facebook_corpus_msr_398096,"Indian youth is highly misguided regarding Kashmir history..
Indian youth must study about the dogras atrocities on kashmiris.
  the first uprising against dogras occurred in 1865 and than in 1931.
  from July--Nov 1947 the dogras forces(secretly supported by Indian army) massacred the Muslims of jammu in large number to change the demography of jk as majority of jammu and Kashmir wanted to go with Pakistan.this massacre  made Pakistanis to help people in the state against dogras which Indians call tribal invasion..learn about jammu massacre...
  and the poonch rebellion against maharajah Hari Singh occurred in 1947.azad Kashmir is liberated by poonch rebellion.
  and the history of gilgit baltistan is separate..Indians need to study all the issues neutrally after that Indians will know why kashmiris consider India as occupier state...
Let's solve the issues and end the bloodshed.",NAG,indian youth is highly misguided regarding kashmir history.. indian youth must study about the dogras atrocities on kashmiris. the first uprising against dogras occurred in 1865 and than in 1931. from july--nov 1947 the dogras forces(secretly supported by indian army) massacred the muslims of jammu in large number to change the demography of jk as majority of jammu and kashmir wanted to go with pakistan.this massacre made pakistanis to help people in the state against dogras which indians call tribal invasion..learn about jammu massacre... and the poonch rebellion against maharajah hari singh occurred in 1947.azad kashmir is liberated by poonch rebellion. and the history of gilgit baltistan is separate..indians need to study all the issues neutrally after that indians will know why kashmiris consider india as occupier state... let's solve the issues and end the bloodshed.,-73.66,57.32,229,136,893,2
1379,facebook_corpus_msr_352968,"borders to be sealed properly,,,,, govmt should update the defence technologies, our forces should be equipped with updated weapons,,,,,bulletproof jacket is very important,,,,",NAG,"borders to be sealed properly,,,,, govmt should update the defence technologies, our forces should be equipped with updated weapons,,,,,bulletproof jacket is very important,,,,",43.72,12.88,38,23,176,2
1380,facebook_corpus_msr_503374,"Its not only proud moment, its loud moment... Bow all around!!!",NAG,"its not only proud moment, its loud moment... bow all around!!!",88.0,3.72,14,11,63,2
1381,facebook_corpus_msr_504808,"Haha if I will not understand such feelings, then who will? :P",NAG,"haha if i will not understand such feelings, then who will? :p",81.86,4.82,16,12,62,2
1382,facebook_corpus_msr_335724,People who practice such discriminatory behavior should be thrown into jails for rest of their life.,NAG,people who practice such discriminatory behavior should be thrown into jails for rest of their life.,53.12,9.82,26,16,100,2
1383,facebook_corpus_msr_436547,Expect 2017 to be bettter than 2016 for the domestic steel industry: TV Narendran,NAG,expect 2017 to be bettter than 2016 for the domestic steel industry: tv narendran,65.73,7.57,21,14,81,2
1384,facebook_corpus_msr_466526,The grt ex pm of India frst tym u spoke without Sonia Gandhiji,NAG,the grt ex pm of india frst tym u spoke without sonia gandhiji,76.5,5.82,18,13,62,2
1385,facebook_corpus_msr_503306,"Leonidas was sent into the wild...
to learn how to survive .....",NAG,leonidas was sent into the wild... to learn how to survive .....,88.0,3.72,14,11,64,2
1386,facebook_corpus_msr_417661,What abt ananthraj? when is the proposed demerger gonna happen?,NAG,what abt ananthraj? when is the proposed demerger gonna happen?,69.79,6.01,15,10,63,2
1387,facebook_corpus_msr_384462,ठीक ही तो बोला। इस हरामी सूअर की पिल्ली को........क्या बोले शब्द कम पड़ रहे हैं इसके लिये।,OAG,ठीक ही तो बोला। इस हरामी सूअर की पिल्ली को........क्या बोले शब्द कम पड़ रहे हैं इसके लिये।,103.97,3.23,18,18,89,1
1388,facebook_corpus_msr_333737,Everywhere BJP ruled mob decided the law & order. It is just Banana Republics,NAG,everywhere bjp ruled mob decided the law & order. it is just banana republics,56.98,8.54,21,13,77,2
1389,facebook_corpus_msr_496242,SIR WE ALL INDIANS IN MALAYASIA WILL ALWAYS SUPPORT YOU,NAG,sir we all indians in malayasia will always support you,69.79,6.01,15,10,55,2
1390,facebook_corpus_msr_456786,And this does not mean v don't support u....v support every govt who is power as v have elected them but pls indicate the certainty as v all don't like uncertainty,NAG,and this does not mean v don't support u....v support every govt who is power as v have elected them but pls indicate the certainty as v all don't like uncertainty,58.02,12.87,43,31,163,2
1391,facebook_corpus_msr_495147,Manish relax and Enjoy your Sunday. Nothing is fruitful in arguing on political issues everyday. Just have a peaceful Sunday.,NAG,manish relax and enjoy your sunday. nothing is fruitful in arguing on political issues everyday. just have a peaceful sunday.,34.26,13.45,36,20,125,2
1392,facebook_corpus_msr_426770,This joke came way before the invention of aeroplane 😱,NAG,this joke came way before the invention of aeroplane 😱,78.25,4.83,14,10,54,2
1393,facebook_corpus_msr_402205,how can you be so irresponsible we are already killing innocents of Kashmir that is our brave army...stop this now,NAG,how can you be so irresponsible we are already killing innocents of kashmir that is our brave army...stop this now,68.1,8.73,28,20,114,2
1394,facebook_corpus_msr_331711,whatever NDTV... but u can not stop the storm..... It's too late....,NAG,whatever ndtv... but u can not stop the storm..... it's too late....,95.95,2.86,14,12,68,2
1395,facebook_corpus_msr_483913,"If you have any specific stock related queries for Prashant and Sonia then please let us know, we will try to answer as many as we can.",NAG,"if you have any specific stock related queries for prashant and sonia then please let us know, we will try to answer as many as we can.",76.03,9.36,33,27,135,2
1396,facebook_corpus_msr_424416,Stop the nonsense you economists. All is fake what you people speak. Just you know to speak against demonetization.,NAG,stop the nonsense you economists. all is fake what you people speak. just you know to speak against demonetization.,62.88,9.21,28,19,115,2
1397,facebook_corpus_msr_331519,Take care of Kurds Kashmir is internal problem no need 3 party,NAG,take care of kurds kashmir is internal problem no need 3 party,74.81,5.81,17,12,62,2
1398,facebook_corpus_msr_463090,Honorable P. M Saab what are the main agenda to reform political parties discipline and funding in the coming elections against corruption...,NAG,honorable p. m saab what are the main agenda to reform political parties discipline and funding in the coming elections against corruption...,42.22,12.84,37,22,141,2
1399,facebook_corpus_msr_417666,Hi Anuj...can we expect that there is breakout for Oil Marketing Co's....is it right time to enter...?,NAG,hi anuj...can we expect that there is breakout for oil marketing co's....is it right time to enter...?,65.17,8.39,25,17,102,2
1400,facebook_corpus_msr_471088,Pakistan.... sorry to say it starts it's gawadar port ...do u know how our export business affect?,NAG,pakistan.... sorry to say it starts it's gawadar port ...do u know how our export business affect?,80.1,6.31,22,17,98,2
1401,facebook_corpus_msr_419649,The man behind Adhar is not being even consulated today ....It's a good resource that Modi govt should use ( forgetting his ego)....For it's digital push....,NAG,the man behind adhar is not being even consulated today ....it's a good resource that modi govt should use ( forgetting his ego)....for it's digital push....,49.48,12.57,39,25,157,2
1402,facebook_corpus_msr_473785,Hi what will be the trend of market 9500 or 7500,NAG,hi what will be the trend of market 9500 or 7500,103.38,1.57,12,11,48,2
1403,facebook_corpus_msr_335717,reservation opposition now perhaps learn why there is Reservation system.,NAG,reservation opposition now perhaps learn why there is reservation system.,35.95,10.73,19,10,73,2
1404,facebook_corpus_msr_417668,"What should be the view Anuj, on the left out pharma sector.... stocks like Divi's, Aurobindo, Sun, Glenmark, Cadilla....",NAG,"what should be the view anuj, on the left out pharma sector.... stocks like divi's, aurobindo, sun, glenmark, cadilla....",76.23,7.35,25,19,121,2
1405,facebook_corpus_msr_466549,This is the 1st time I have heard that Our former PM speaking about country economy growth. I respect you sir for that but it is too late now. You could have spoken during your PM tenure. Our country would have not gone to the situation now.,NAG,this is the 1st time i have heard that our former pm speaking about country economy growth. i respect you sir for that but it is too late now. you could have spoken during your pm tenure. our country would have not gone to the situation now.,51.13,17.8,60,47,241,2
1406,facebook_corpus_msr_484507,Car insurance is maximum because of mandatory product.even it become paperless life insurance is more of push product so need lot of human intervention,NAG,car insurance is maximum because of mandatory product.even it become paperless life insurance is more of push product so need lot of human intervention,34.43,14.42,42,24,151,2
1407,facebook_corpus_msr_323130,"Why don't you resign from the post of national convenor or cm? 
Do you have that much of guts, Mr. Kejdi",OAG,"why don't you resign from the post of national convenor or cm? do you have that much of guts, mr. kejdi",76.75,7.77,27,21,104,1
1408,facebook_corpus_msr_406208,"I mean Nobama and Hitlary wanted to take your guns, President Trump is promising not too.",NAG,"i mean nobama and hitlary wanted to take your guns, president trump is promising not too.",74.27,6.88,22,16,89,2
1409,facebook_corpus_msr_425567,"The old English saying ""Birds of same feathers flock together"".When Lalit Modi ,the former IPL Czar ,fled the country to take refuge in London,Vijay Mallaya was one of his most vocal supporters.The former liquor baron and fugitive billionaire spent millions of dollars of public money by throwing lavish IPL parties even when his now defunct Kingfisher Airlines owed months of salaries to its employees.When British billionaire Asil Nadir after being indicted in a financial fraud case fled to Cyprus to evade ,Britain  sent commandos to Cyprus to nab him.Can't India do the same thing.?",NAG,"the old english saying ""birds of same feathers flock together"".when lalit modi ,the former ipl czar ,fled the country to take refuge in london,vijay mallaya was one of his most vocal supporters.the former liquor baron and fugitive billionaire spent millions of dollars of public money by throwing lavish ipl parties even when his now defunct kingfisher airlines owed months of salaries to its employees.when british billionaire asil nadir after being indicted in a financial fraud case fled to cyprus to evade ,britain sent commandos to cyprus to nab him.can't india do the same thing.?",-16.37,38.9,142,94,587,2
1410,facebook_corpus_msr_414715,"This startup vibrancy is catching up very faster in India......after bjp government took the throne
There are far more opportunities for youngsters towards the era of innovation & technology agnostics....
Really fortunate enough to be part of it....
....#transforming India",NAG,this startup vibrancy is catching up very faster in india......after bjp government took the throne there are far more opportunities for youngsters towards the era of innovation & technology agnostics.... really fortunate enough to be part of it.... ....#transforming india,19.74,20.19,68,39,273,2
1411,facebook_corpus_msr_477787,If petrol pumps don't accept 500 note then wht can we do,NAG,if petrol pumps don't accept 500 note then wht can we do,103.01,1.87,13,12,56,2
1412,facebook_corpus_msr_469708,Cnbc is another which has suffered the most due to denomination..crying for long 😎😆,NAG,cnbc is another which has suffered the most due to denomination..crying for long 😎😆,47.6,10.1,24,14,83,2
1413,facebook_corpus_msr_477938,What will be done to the money we have ?,NAG,what will be done to the money we have ?,94.3,2.34,11,9,40,2
1414,facebook_corpus_msr_423644,"knowing weakness , ignoring weakness, will effect your performance. you will not have own / self confidence.  as their character is reflected.",NAG,"knowing weakness , ignoring weakness, will effect your performance. you will not have own / self confidence. as their character is reflected.",30.03,14.04,37,20,142,2
1415,facebook_corpus_msr_333689,I live in punjab and there is no such thing going on,NAG,i live in punjab and there is no such thing going on,95.95,2.86,14,12,52,2
1416,facebook_corpus_msr_489597,19500 bank nifty put  went from 1 re to 400 Rs.. How to trade such fluctuations??,NAG,19500 bank nifty put went from 1 re to 400 rs.. how to trade such fluctuations??,84.84,5.4,20,16,81,2
1417,facebook_corpus_msr_335885,How about dividing india again to form new country for dalits,NAG,how about dividing india again to form new country for dalits,72.62,5.86,16,11,61,2
1418,facebook_corpus_msr_477778,"superb.. modi ji... i do agree.. we common peole will face some issue for sometime.. but.. in future, this will help us in grow...",NAG,"superb.. modi ji... i do agree.. we common peole will face some issue for sometime.. but.. in future, this will help us in grow...",73.2,9.01,31,24,130,2
1419,facebook_corpus_msr_416533,"Repo rate unchanged at 6.25%, Reverse repo rate hiked to 6%, CRR unchanged at 4%",NAG,"repo rate unchanged at 6.25%, reverse repo rate hiked to 6%, crr unchanged at 4%",78.81,5.99,20,15,80,2
1420,facebook_corpus_msr_466592,"Atleast Now ur speaking sir....no one is controling. Thsnks MODI ji, U made our ex PM Manmohan ji to speak",NAG,"atleast now ur speaking sir....no one is controling. thsnks modi ji, u made our ex pm manmohan ji to speak",76.56,7.55,26,20,106,2
1421,facebook_corpus_msr_335659,"Muslims Caste system broadly divided into Ashraf  (Higher Caste), Ajlaf (Backward Caste) , and Arjals  ( Dalit )..totally they are divided in 308..also there are Shias, Sunni, Ahmadia n daudi bohra etc..",NAG,"muslims caste system broadly divided into ashraf (higher caste), ajlaf (backward caste) , and arjals ( dalit )..totally they are divided in 308..also there are shias, sunni, ahmadia n daudi bohra etc..",29.75,16.56,52,30,203,2
1422,facebook_corpus_msr_430864,India is missing bond of RBI Mr Raghu ram Ranjan,NAG,india is missing bond of rbi mr raghu ram ranjan,86.71,3.65,13,10,48,2
1423,facebook_corpus_msr_428093,Dhoni is very excellent .. when does he come to see all deaf at jamshedpur ..,NAG,dhoni is very excellent .. when does he come to see all deaf at jamshedpur ..,77.81,5.88,19,14,77,2
1424,facebook_corpus_msr_484808,Company more cash Return to investors n investors more invest,NAG,company more cash return to investors n investors more invest,61.33,7.19,16,10,61,2
1425,facebook_corpus_msr_473437,"This is brainless action. No good strategies with government. Why common man like us suffer for a moment who do not hoard black money. Why announce it in the night without considering the people including  children are returning home or travelling within country or abroad? 
Almost everyone had unfortunate incidents. Can never forgive the government. There could have been a grace period to the same without creating a panic situation.",NAG,this is brainless action. no good strategies with government. why common man like us suffer for a moment who do not hoard black money. why announce it in the night without considering the people including children are returning home or travelling within country or abroad? almost everyone had unfortunate incidents. can never forgive the government. there could have been a grace period to the same without creating a panic situation.,-4.41,31.26,116,70,436,2
1426,facebook_corpus_msr_484529,Can any online portal (agent) declare on website which life insurancd company has maximum claim in less time.they sell and push which has maximum brokerage or  incentive,NAG,can any online portal (agent) declare on website which life insurancd company has maximum claim in less time.they sell and push which has maximum brokerage or incentive,41.56,14.17,44,27,169,2
1427,facebook_corpus_msr_481835,"If @HillaryClinton wins Nifty will touch 9120 in 6 months, if @realDonaldTrump win Nifty will cross 9120 in 6 weeks; though I like neither",NAG,"if  wins nifty will touch 9120 in 6 months, if  win nifty will cross 9120 in 6 weeks; though i like neither",80.25,8.03,29,24,138,2
1428,facebook_corpus_msr_471878,"We all should support the Government, it is for a good cause",NAG,"we all should support the government, it is for a good cause",88.91,3.84,15,12,60,2
1429,facebook_corpus_msr_434201,can u help us to know about avaition stocks and scope in budget also comment jet airways,NAG,can u help us to know about avaition stocks and scope in budget also comment jet airways,85.07,5.62,21,17,88,2
1430,facebook_corpus_msr_338229,जल्दी कांग्रेस युक्त भगोडो की पार्टी मैं शामिल हो जाऊँगा,NAG,जल्दी कांग्रेस युक्त भगोडो की पार्टी मैं शामिल हो जाऊँगा,112.09,0.11,10,10,56,2
1431,facebook_corpus_msr_466825,very well said and to the point and very true ... hear this mr modiji pm ..what ordinary is suffering ..😊,NAG,very well said and to the point and very true ... hear this mr modiji pm ..what ordinary is suffering ..😊,72.33,8.14,27,20,105,2
1432,facebook_corpus_msr_436817,Please show our protest for jallikattu  by youngsters in tamil nadu,NAG,please show our protest for jallikattu by youngsters in tamil nadu,80.31,4.79,15,11,67,2
1433,facebook_corpus_msr_490895,Compared to European markets why Sensex and Nifty didn't rally much?,NAG,compared to european markets why sensex and nifty didn't rally much?,57.23,8.01,18,11,68,2
1434,facebook_corpus_msr_468717,Never before on History of India we had such a productive debate! India has a great future 🎋🎋🎋,NAG,never before on history of india we had such a productive debate! india has a great future 🎋🎋🎋,56.97,9.79,28,18,94,2
1435,facebook_corpus_msr_333593,Nishnt Rao how much money you get per comment.just asking,NAG,nishnt rao how much money you get per comment.just asking,69.79,6.01,15,10,57,2
1436,facebook_corpus_msr_477641,So i am a student who withdraw rs. 2000 from bank today and all i got is 4 rs 500 notes. If i were to eat tommorow what shall i do. STARVE.,NAG,so i am a student who withdraw rs. 2000 from bank today and all i got is 4 rs 500 notes. if i were to eat tommorow what shall i do. starve.,79.18,10.17,36,32,139,2
1437,facebook_corpus_msr_456643,anuj ur view on demonitisation how it will impact market,NAG,anuj ur view on demonitisation how it will impact market,61.33,7.19,16,10,56,2
1438,facebook_corpus_msr_333749,No value for human beings value fir cows. .?  Too much and enough,NAG,no value for human beings value fir cows. .? too much and enough,67.76,6.79,18,12,65,2
1439,facebook_corpus_msr_442643,"Congress is giving many reasons against less-cash economy, like
1. Country has more than 95% poor and lower middle class people.
2. Majority of people are not having bank accounts
3. More than 40% people are illiterate.
4. People are not having smartphones.
5. Country is not having proper infrastructure like power, Internet access etc. etc.....
We are confused whether Congress is opposing Modi's move or explaining failures of their 60+ years of rule.",NAG,"congress is giving many reasons against less-cash economy, like 1. country has more than 95% poor and lower middle class people. 2. majority of people are not having bank accounts 3. more than 40% people are illiterate. 4. people are not having smartphones. 5. country is not having proper infrastructure like power, internet access etc. etc..... we are confused whether congress is opposing modi's move or explaining failures of their 60+ years of rule.",8.25,30.49,108,74,454,2
1440,facebook_corpus_msr_421669,"1950-1980  employees not given holiday for marriages do you know this ....every thing to be done in the manual no machines nothing--E.B , postal , banking -account ledger ,mechanics etc   ....compensate those generation with your news sir ......",NAG,"1950-1980 employees not given holiday for marriages do you know this ....every thing to be done in the manual no machines nothing--e.b , postal , banking -account ledger ,mechanics etc ....compensate those generation with your news sir ......",26.28,18.29,60,35,245,2
1441,facebook_corpus_msr_490767,Defensive is best bet fr mkt I cming Two qtrs,NAG,defensive is best bet fr mkt i cming two qtrs,95.17,2.47,12,10,45,2
1442,facebook_corpus_msr_468741,short term pain n long term gain.. dont et that.. this pain wll be medium term wch may extend also..its not limited to money nt available bt it will hurt business lines.. abt long term benefits.. no one is able to quantify that.. all are estimates.. but pain is current and real,NAG,short term pain n long term gain.. dont et that.. this pain wll be medium term wch may extend also..its not limited to money nt available bt it will hurt business lines.. abt long term benefits.. no one is able to quantify that.. all are estimates.. but pain is current and real,43.42,20.12,68,52,278,2
1443,facebook_corpus_msr_440714,"All the black money got white in 50 days 
Dont u think the policy failed.",NAG,all the black money got white in 50 days dont u think the policy failed.,90.09,4.42,18,15,73,2
1444,facebook_corpus_msr_477820,What about the 100 rs notes that people may have stacked before the 500 or 1000 rs notes were printed?? Also what about the money in foreign accounts in foreign currency deposited by politicians?? By this move all the big crocodiles will still be safe!,NAG,what about the 100 rs notes that people may have stacked before the 500 or 1000 rs notes were printed?? also what about the money in foreign accounts in foreign currency deposited by politicians?? by this move all the big crocodiles will still be safe!,48.36,17.69,60,45,252,2
1445,facebook_corpus_msr_496133,"No nonsence brute as per their ethical responsibility, VIGILENCE OF INDIAN MEDIA HAS BECOME MORE NECESSITY IN CURRENT PREVAILING POLITICO-ADMINISTRATIVE SCENARIOS for the security of comming times ... @alert✔",NAG,"no nonsence brute as per their ethical responsibility, vigilence of indian media has become more necessity in current prevailing politico-administrative scenarios for the security of comming times ... ✔",0.15,20.19,59,28,208,2
1446,facebook_corpus_msr_330068,Idiot he has been credited for not removing the photos which will incur more cost,NAG,idiot he has been credited for not removing the photos which will incur more cost,67.53,7.57,22,15,81,2
1447,facebook_corpus_msr_328187,"In India there is a habit of drinking and commenting, i hope you are not drunk",NAG,"in india there is a habit of drinking and commenting, i hope you are not drunk",84.84,5.4,20,16,78,2
1448,facebook_corpus_msr_442020,"Sir, your views about Mahindra Holiday Resorts Limited. Considering a person like Vijay Kedia has entered this stock recently",NAG,"sir, your views about mahindra holiday resorts limited. considering a person like vijay kedia has entered this stock recently",36.16,12.94,34,19,125,2
1449,facebook_corpus_msr_331707,Shame on you ss rajamouli. You are calling shudras as parasites.  You are sick.,NAG,shame on you ss rajamouli. you are calling shudras as parasites. you are sick.,71.77,6.73,20,14,79,2
1450,facebook_corpus_msr_477184,Awesome move by Govt....  :-) modiji.. U r just awesome in find new awesome moves.. U r just wow sir.. <3,NAG,awesome move by govt.... :-) modiji.. u r just awesome in find new awesome moves.. u r just wow sir.. <3,72.33,8.14,27,20,105,2
1451,facebook_corpus_msr_338112,The party proves that it is really a sweeper's party.,CAG,the party proves that it is really a sweeper's party.,69.79,6.01,15,10,53,0
1452,facebook_corpus_msr_466749,Who gave you right to speak on behalf of the country? People gave you 10 years and what did you do on behalf of the country?,NAG,who gave you right to speak on behalf of the country? people gave you 10 years and what did you do on behalf of the country?,79.58,8.62,31,26,124,2
1453,facebook_corpus_msr_366094,For such incidents Congress governments week policy was responsible when those nationalists where in opposition and now,NAG,for such incidents congress governments week policy was responsible when those nationalists where in opposition and now,25.36,13.95,33,17,119,2
1454,facebook_corpus_msr_481471,Hie anuj ur cal on market for tom cn b this bottom n cn v make new high if clinton cuma,NAG,hie anuj ur cal on market for tom cn b this bottom n cn v make new high if clinton cuma,88.83,6.09,24,21,87,2
1455,facebook_corpus_msr_332402,"for ur kind information the coach has suported the girl and has lodged an fir,the competition organisers were the one who categorised her dress as being seductive.read the article.",NAG,"for ur kind information the coach has suported the girl and has lodged an fir,the competition organisers were the one who categorised her dress as being seductive.read the article.",40.29,14.84,47,29,180,2
1456,facebook_corpus_msr_488391,Gsfc up today ? Time to buy fertiliser companies ?,NAG,gsfc up today ? time to buy fertiliser companies ?,29.52,11.13,16,8,50,2
1457,facebook_corpus_msr_477609,"I withdrew 10 K from bank & they gave me 9 notes of 1000, M traveling 2moro, how can I be able 2 pay taxiwala",NAG,"i withdrew 10 k from bank & they gave me 9 notes of 1000, m traveling 2moro, how can i be able 2 pay taxiwala",80.25,8.03,29,24,109,2
1458,facebook_corpus_msr_468697,Govt will not demonetize it but might circulate it less unlike what previous government did. They made 500/1000 notes almost 85% of the entire currency.,NAG,govt will not demonetize it but might circulate it less unlike what previous government did. they made 500/1000 notes almost 85% of the entire currency.,49.48,12.57,39,25,152,2
1459,facebook_corpus_msr_451251,Proud to be an Indian. .. We need more pms like modi in future,NAG,proud to be an indian. .. we need more pms like modi in future,76.5,5.82,18,13,62,2
1460,facebook_corpus_msr_371562,"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-12935304
Install 7-8 apps in the champcash and start online work",NAG,part time online job without investment most important job for facebook expert earn 15000-25000/-month open play store install champcash mony free app sign up with champcash refer id-12935304 install 7-8 apps in the champcash and start online work,41.37,16.93,57,38,252,2
1461,facebook_corpus_msr_469729,Will the tax rates will be reduced for the salaried employees.. How are honest in paying their taxes...,NAG,will the tax rates will be reduced for the salaried employees.. how are honest in paying their taxes...,75.77,7.16,24,18,103,2
1462,facebook_corpus_msr_466441,Plz dont use abusive words guys nd dont make fun  of him he is our ex PM ........he is standing there coZ he is more intellegent than u lads,NAG,plz dont use abusive words guys nd dont make fun of him he is our ex pm ........he is standing there coz he is more intellegent than u lads,75.3,9.96,35,29,140,2
1463,facebook_corpus_msr_406258,Well that temple demolished by hindus. Not muslims. Muslims are peaceful,NAG,well that temple demolished by hindus. not muslims. muslims are peaceful,57.23,8.01,18,11,72,2
1464,facebook_corpus_msr_404913,"absolutely right, if USA & other countries adopt this strategy to stop the Indians then why we Indians tolerate these foreign countries",NAG,"absolutely right, if usa & other countries adopt this strategy to stop the indians then why we indians tolerate these foreign countries",36.46,13.39,37,21,135,2
1465,facebook_corpus_msr_485336,view  on consumers stocks like   FCEL future consumer enterprise limited,NAG,view on consumers stocks like fcel future consumer enterprise limited,27.49,11.91,20,10,72,2
1466,facebook_corpus_msr_469869,Why people debating on this whiteout any doubt this is fantastic move and everybody loudest it and maybe some slow down one quarter that's fine,NAG,why people debating on this whiteout any doubt this is fantastic move and everybody loudest it and maybe some slow down one quarter that's fine,63.02,10.68,35,25,143,2
1467,facebook_corpus_msr_503593,What I always dream about when I was an Adolescent ! Chalo shuruaat to Hui ..all the best galz..!,NAG,what i always dream about when i was an adolescent ! chalo shuruaat to hui ..all the best galz..!,71.07,7.82,25,18,97,2
1468,facebook_corpus_msr_430860,Unchange the rapo rate could lead the stagnated credit growth which effect the profit of the bank .,NAG,unchange the rapo rate could lead the stagnated credit growth which effect the profit of the bank .,70.14,7.7,24,17,99,2
1469,facebook_corpus_msr_330525,I agree on stopping the bloodshed part. History is always a challenge but should we all not look forward to where the nest interest of the region lies and both countries. This is ridiculous.,NAG,i agree on stopping the bloodshed part. history is always a challenge but should we all not look forward to where the nest interest of the region lies and both countries. this is ridiculous.,57.87,13.63,46,34,190,2
1470,facebook_corpus_msr_406183,"You know I never believed the media's summation of the intelligence or lack thereof of Trump supporters until now. After reading most of these comments I'm left scratching my head. Trump supporters suffer from the ""Emperor has no clothes syndrome"". The ability to see ONLY what they want to see, while fully staring the truth in its face.",NAG,"you know i never believed the media's summation of the intelligence or lack thereof of trump supporters until now. after reading most of these comments i'm left scratching my head. trump supporters suffer from the ""emperor has no clothes syndrome"". the ability to see only what they want to see, while fully staring the truth in its face.",23.98,24.32,85,58,338,2
1471,facebook_corpus_msr_428935,An outstanding speech by Mahi...  Love u Mahi... Jai jharkhand,NAG,an outstanding speech by mahi... love u mahi... jai jharkhand,78.25,4.83,14,10,62,2
1472,facebook_corpus_msr_467199,Someone has done nothing in his tenture and how can he comment on others ?,NAG,someone has done nothing in his tenture and how can he comment on others ?,71.77,6.73,20,14,74,2
1473,facebook_corpus_msr_466698,"Ex pm Manmohan singh still an icon for ecomist, Modi is not nearto him",NAG,"ex pm manmohan singh still an icon for ecomist, modi is not nearto him",89.9,4.2,17,14,70,2
1474,facebook_corpus_msr_482911,offering franchisee & zone master franchisee interested parties please cal 9738406045.,NAG,offering franchisee & zone master franchisee interested parties please cal 9738406045.,27.49,11.91,20,10,86,2
1475,facebook_corpus_msr_473826,Should start in buying IT n pharma now as it show some strength or wait for trump commentary,NAG,should start in buying it n pharma now as it show some strength or wait for trump commentary,85.16,5.85,22,18,92,2
1476,facebook_corpus_msr_335692,We will not spare drinking water but will shout to abolish reservation.. 😎 believe in us. we will give your share in education and jobs 😬,NAG,we will not spare drinking water but will shout to abolish reservation.. 😎 believe in us. we will give your share in education and jobs 😬,66.56,10.43,35,26,137,2
1477,facebook_corpus_msr_333832,Hahaha it's no point barking. Your life is like a stray dog you bark bark bark people just ignore.,NAG,hahaha it's no point barking. your life is like a stray dog you bark bark bark people just ignore.,80.69,6.73,24,19,98,2
1478,facebook_corpus_msr_417966,"Thnk ma manmohan for this.  Show sme dignity, dnt tke all credits fr other people works.",NAG,"thnk ma manmohan for this. show sme dignity, dnt tke all credits fr other people works.",63.7,8.35,24,16,88,2
1479,facebook_corpus_msr_334586,Pakistanis Don't even have enough money to make a Short film,NAG,pakistanis don't even have enough money to make a short film,88.0,3.72,14,11,60,2
1480,facebook_corpus_msr_406488,"WHAT A  CROOKED  LADY  WRONGLY  ADORED  AS  AGODESS  AND  SEE THE  AMOUNT  OF  LOOT  SHE  ACCUMULATED IN HER  LIFE  TIME,  SHAME  TAMIL NADU  MILLIONS  OF  SLAVES  AND  ILLIETERATES  ELECTED  HER AS  GODESS  FOR  SO MANY YEARS!  THAT  IS UTTER  SHAME  FOR  INDIAN  DEMOCRACY  TOO!  ""LAW OF KARMA"" TOOK CARE OF HEMANT KARKARE , BECOMING VICTIM OF A PAKKI TERRORIST BULLET THE SAME WAY THAT LAW OF KARMA TOOK CARE OF CHIEF MINSITER JAYALALITHA TOO FOR HAVING HOUNDED AND HARASSED AND TORMENTED SWAMI JAYENDRA SARASWATHI

AND FOR ARRESTING SWAMIJI AT MIDNIGHT OF DIWALI DAY ON COOKED UP AND MALICIOUS MURDER AND EXTORTION CHARGES WHICH WERE PROVED TO BE FALSE IN COURTS LATER!

SO NO ONE CAN ESCAPE LAW OF KARMA IN THIS BIRTH OR IN COMING BIRTHS, PERHAPS??? WILL CHIDAMBARAMA TOO COME UNDER LAW OF KARMA PUNISHMENT IS YET TO BE SEEN, THOUGH!",NAG,"what a crooked lady wrongly adored as agodess and see the amount of loot she accumulated in her life time, shame tamil nadu millions of slaves and illieterates elected her as godess for so many years! that is utter shame for indian democracy too! ""law of karma"" took care of hemant karkare , becoming victim of a pakki terrorist bullet the same way that law of karma took care of chief minsiter jayalalitha too for having hounded and harassed and tormented swami jayendra saraswathi and for arresting swamiji at midnight of diwali day on cooked up and malicious murder and extortion charges which were proved to be false in courts later! so no one can escape law of karma in this birth or in coming births, perhaps??? will chidambarama too come under law of karma punishment is yet to be seen, though!",-75.48,58.82,232,141,838,2
